la_code,la_name,spend_resid_median,spend_resid_lag_median,combined_spend_resid_median,spend_resid_q89_lb,spend_resid_lag_q89_lb,combined_spend_resid_q89_lb,spend_resid_q89_ub,spend_resid_lag_q89_ub,combined_spend_resid_q89_ub
E10000019,Lincolnshire,-0.001934489697031465,0.01076764708840087,0.003261349070165613,-0.21306659184907709,-0.3135611932250822,-0.38299199045279037,0.21205411272224622,0.3748286525227251,0.44852800810617405
E10000020,Norfolk,0.014819216908765784,-5.164333982010072e-4,0.005826753912867509,-0.1816857700397675,-0.2925262563733406,-0.33753353717255646,0.2401311759586021,0.3084126655564456,0.4276579402372538
E10000021,Northamptonshire,-0.0012131538911659546,0.030655926650819856,0.024059238860306573,-0.24190445818305964,-0.28296753469924263,-0.38603914805204165,0.22411178274807214,0.3624263405353871,0.4319672032836411
E10000023,North Yorkshire,0.0038157856746898816,0.019403678675236513,0.024669629278786583,-0.20163889159401158,-0.32933990380089556,-0.4132667601561667,0.22090408395730537,0.3831678130633831,0.4589717720674267
E10000024,Nottinghamshire,0.012878860119002546,-0.037040207051336135,-0.018410299918836873,-0.20141474856616806,-0.4029201655625029,-0.46863993631142,0.25822585494061645,0.3102098380047722,0.3938994651151884
E10000025,Oxfordshire,0.00919539798291472,-0.017721177136411328,-0.010351159191196724,-0.18008488360223315,-0.29736507169690735,-0.3458012301364069,0.24479382838753871,0.23999057344341854,0.3515281945465581
E10000027,Somerset,0.0033381415140796866,0.020154106300286627,0.031941018086359345,-0.21089144732533163,-0.3422563585817271,-0.39108929034298157,0.24808410436304865,0.3697700141388231,0.43162943403702425
E10000028,Staffordshire,-0.0017691750737269117,-0.02581720368471254,-0.023252597065531178,-0.214393035463364,-0.39407075493372506,-0.44500059877630166,0.2366685303511381,0.3249837723443037,0.38970119533964315
E10000029,Suffolk,0.002598428131042191,-0.011383384292934243,-6.746528828809406e-4,-0.20053386787175792,-0.3561253287954189,-0.38426334323888,0.23228420736091082,0.3173245566764116,0.3895577956030808
E10000030,Surrey,0.0035780564123429046,-0.008550192697437044,-0.01634955568333139,-0.20940869888861954,-0.3597274760583608,-0.4153541847741991,0.21581219215595432,0.36322554094629605,0.41842711249130404
E10000031,Warwickshire,0.01887718404306737,0.05264701399719757,0.0757424925561152,-0.1712490089889397,-0.25973106025746495,-0.3020960526969476,0.24858560915104902,0.4021267167231022,0.49854479231758153
E10000032,West Sussex,0.0022856073579654917,-0.032910612120467336,-0.037514465046248315,-0.22426937990850412,-0.4027487449363988,-0.4665955245432883,0.24123889277760344,0.27221011296668257,0.36663110506127156
E10000034,Worcestershire,-0.0038146850687764107,0.040526024898023386,0.0319987782464412,-0.24030581698737566,-0.27452213884718585,-0.359753396326807,0.20901907927680868,0.4044377799353732,0.47385945812097086
